Order ID,Order Priority,Order Quantity,Sales,Ship Mode,Unit Price,Customer Name,Province,Region,Product Category,Product Sub Category
O25254,Critical,35,300,Regular Air,9,Christine Phan,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O25542,Low,37,257,Express Air,7,Matt Hagelstein,Ontario,Ontario,Office Supplies,Paper
O25569,High,27,311,Regular Air,12,Frank Carlisle,Ontario,Ontario,Office Supplies,Paper
O25863,Not Specified,18,341,Express Air,21,George Bell,Ontario,Ontario,Technology,Telephones and Communication
O25895,Medium,37,710,Regular Air,19,Candace McMahon,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O26050,High,44,365,Regular Air,9,Edward Nazzal,Ontario,Ontario,Office Supplies,Envelopes
O26145,Low,18,99,Regular Air,5,George Bell,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O26145,Low,49,510,Regular Air,10,George Bell,Ontario,Ontario,Furniture,Office Furnishings
O26145,Low,27,735,Regular Air,29,George Bell,Ontario,Ontario,Furniture,Office Furnishings
O26279,Not Specified,7,212,Regular Air,36,Edward Nazzal,Ontario,Ontario,Technology,Telephones and Communication
O26406,Not Specified,40,167,Regular Air,4,Edward Becker,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O26535,Not Specified,33,142,Regular Air,4,Candace McMahon,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O26661,Medium,31,1772,Regular Air,66,Ruben Ausman,Ontario,Ontario,Technology,Telephones and Communication
O26855,High,13,396,Regular Air,31,Naresj Patel,Ontario,Ontario,Furniture,Office Furnishings
O27047,High,25,14241,Regular Air,600,Patrick Bzostek,Ontario,Ontario,Technology,Copiers and Fax
O27047,High,38,167,Regular Air,4,Patrick Bzostek,Ontario,Ontario,Office Supplies,Paper
O27077,Critical,11,1613,Regular Air,141,Frank Carlisle,Ontario,Ontario,Technology,Office Machines
O27236,High,20,393,Regular Air,20,Alan Hwang,Ontario,Ontario,Office Supplies,Paper
O27589,Medium,20,846,Express Air,39,Darren Budd,Ontario,Ontario,Technology,Computer Peripherals
O27589,Medium,25,467,Regular Air,18,Darren Budd,Ontario,Ontario,Furniture,Office Furnishings
O27589,Medium,36,64,Regular Air,2,Darren Budd,Ontario,Ontario,Furniture,Tables
O27681,Medium,7,38,Regular Air,5,Dave Hallsten,Ontario,Ontario,Office Supplies,Paper
O27681,Medium,30,183,Regular Air,6,Dave Hallsten,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O28033,High,16,2827,Delivery Truck,181,Dan Lawera,Ontario,Ontario,Furniture,Chairs & Chairmats
O28033,High,37,7835,Delivery Truck,217,Dan Lawera,Ontario,Ontario,Furniture,Chairs & Chairmats
O28033,High,18,128,Regular Air,7,Dan Lawera,Ontario,Ontario,Technology,Computer Peripherals
O28324,High,48,386,Regular Air,9,Edward Nazzal,Ontario,Ontario,Office Supplies,Appliances
O28805,Medium,14,98,Regular Air,3,Bill Stewart,Ontario,Ontario,Office Supplies,Appliances
O28805,Medium,4,26,Regular Air,6,Bill Stewart,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O28805,Medium,46,488,Regular Air,10,Bill Stewart,Ontario,Ontario,Office Supplies,Scissors, Rulers and Trimmers
O28897,Medium,35,146,Regular Air,4,Ed Ludwig,Ontario,Ontario,Office Supplies,Appliances
O28897,Medium,14,877,Regular Air,61,Ed Ludwig,Ontario,Ontario,Office Supplies,Envelopes
O28932,Low,24,270,Express Air,10,Gary Mitchum,Ontario,Ontario,Furniture,Office Furnishings
O28932,Low,18,99,Regular Air,6,Gary Mitchum,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O29219,Not Specified,29,203,Regular Air,7,Nat Carroll,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O29410,Critical,35,4187,Regular Air,121,Linda Cazamias,Ontario,Ontario,Technology,Office Machines
O29410,Critical,36,6057,Regular Air,196,Linda Cazamias,Ontario,Ontario,Technology,Telephones and Communication
O29411,High,29,68,Regular Air,2,Naresj Patel,Ontario,Ontario,Office Supplies,Appliances
O29411,High,33,542,Regular Air,16,Naresj Patel,Ontario,Ontario,Office Supplies,Envelopes
O29411,High,38,15175,Delivery Truck,401,Naresj Patel,Ontario,Ontario,Technology,Office Machines
O29411,High,45,1084,Regular Air,24,Naresj Patel,Ontario,Ontario,Technology,Office Machines
O29475,High,49,235,Regular Air,5,Gary Zandusky,Ontario,Ontario,Furniture,Office Furnishings
O29475,High,2,1815,Delivery Truck,881,Gary Zandusky,Ontario,Ontario,Furniture,Bookcases
O29537,Low,30,319,Express Air,11,Joni Sundaresam,Ontario,Ontario,Office Supplies,Appliances
O29671,Critical,43,1512,Regular Air,35,Duane Huffman,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O29895,Medium,43,7287,Delivery Truck,161,Theresa Coyne,Ontario,Ontario,Furniture,Bookcases
O30308,Medium,15,30,Regular Air,2,George Bell,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O30436,Low,30,121,Express Air,4,Dave Hallsten,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O30820,Critical,21,48,Express Air,2,Cynthia Arntzen,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O31046,Critical,42,3901,Regular Air,111,Erin Creighton,Ontario,Ontario,Technology,Telephones and Communication
O31046,Critical,35,248,Regular Air,7,Erin Creighton,Ontario,Ontario,Office Supplies,Scissors, Rulers and Trimmers
O31301,Low,31,110,Regular Air,4,Duane Huffman,Ontario,Ontario,Office Supplies,Labels
O31495,Low,20,191,Express Air,9,Gary Hansen,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O31495,Low,34,1235,Regular Air,35,Gary Hansen,Ontario,Ontario,Office Supplies,Storage & Organization
O31523,Low,17,106,Regular Air,6,Joni Sundaresam,Ontario,Ontario,Technology,Computer Peripherals
O31523,Low,19,179,Regular Air,9,Joni Sundaresam,Ontario,Ontario,Office Supplies,Envelopes
O31552,High,17,378,Regular Air,22,Alan Hwang,Ontario,Ontario,Technology,Computer Peripherals
O31552,High,24,732,Regular Air,30,Alan Hwang,Ontario,Ontario,Technology,Computer Peripherals
O31877,Medium,34,285,Regular Air,8,Duane Huffman,Ontario,Ontario,Furniture,Office Furnishings
O32037,Low,37,312,Regular Air,9,Edward Becker,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O32037,Low,15,9863,Regular Air,700,Edward Becker,Ontario,Ontario,Technology,Copiers and Fax
O32131,Critical,34,127,Regular Air,4,David Smith,Ontario,Ontario,Office Supplies,Rubber Bands
O32135,High,37,1575,Regular Air,40,Magdelene Morse,Ontario,Ontario,Technology,Computer Peripherals
O32135,High,16,188,Regular Air,12,Magdelene Morse,Ontario,Ontario,Technology,Office Machines
O32195,Medium,7,86,Regular Air,12,Michelle Huthwaite,Ontario,Ontario,Office Supplies,Envelopes
O32230,High,46,1754,Regular Air,40,David Philippe,Ontario,Ontario,Furniture,Office Furnishings
O32451,Not Specified,42,581,Regular Air,14,Nat Carroll,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O32642,Medium,50,1507,Regular Air,28,Darren Budd,Ontario,Ontario,Technology,Computer Peripherals
O32803,Medium,49,372,Express Air,8,James Lanier,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O32803,Medium,22,96,Regular Air,4,James Lanier,Ontario,Ontario,Office Supplies,Envelopes
O32834,Critical,39,3461,Regular Air,116,Noah Childs,Ontario,Ontario,Technology,Telephones and Communication
O33219,High,32,7342,Delivery Truck,217,Duane Huffman,Ontario,Ontario,Furniture,Chairs & Chairmats
O33477,High,28,269,Regular Air,10,Duane Huffman,Ontario,Ontario,Office Supplies,Labels
O34082,Not Specified,19,2536,Regular Air,143,Dan Lawera,Ontario,Ontario,Office Supplies,Storage & Organization
O34082,Not Specified,20,39,Regular Air,2,Dan Lawera,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O34082,Not Specified,35,764,Regular Air,21,Dan Lawera,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O34211,Not Specified,15,136,Regular Air,10,Alan Hwang,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O34244,Low,25,205,Express Air,7,Duane Huffman,Ontario,Ontario,Technology,Computer Peripherals
O34244,Low,4,126,Regular Air,32,Duane Huffman,Ontario,Ontario,Technology,Computer Peripherals
O34658,Medium,33,2702,Delivery Truck,82,Alan Hwang,Ontario,Ontario,Furniture,Bookcases
O34788,High,4,30,Regular Air,6,Alan Hwang,Ontario,Ontario,Office Supplies,Paper
O34918,Medium,12,2231,Delivery Truck,181,Amy Cox,Ontario,Ontario,Furniture,Chairs & Chairmats
O34918,Medium,25,201,Regular Air,7,Amy Cox,Ontario,Ontario,Furniture,Office Furnishings
O35079,High,13,72,Regular Air,5,Darren Budd,Ontario,Ontario,Furniture,Bookcases
O35079,High,32,2063,Express Air,61,Darren Budd,Ontario,Ontario,Furniture,Tables
O35110,High,14,12805,Regular Air,897,Mike Caudle,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O35110,High,49,1435,Regular Air,30,Mike Caudle,Ontario,Ontario,Technology,Computer Peripherals
O35554,Not Specified,34,4582,Delivery Truck,131,Darren Budd,Ontario,Ontario,Furniture,Bookcases
O35555,Medium,50,11266,Delivery Truck,244,James Lanier,Ontario,Ontario,Furniture,Chairs & Chairmats
O35555,Medium,15,72,Regular Air,5,James Lanier,Ontario,Ontario,Technology,Computer Peripherals
O35555,Medium,2,10,Regular Air,5,James Lanier,Ontario,Ontario,Office Supplies,Paper
O35877,High,30,130,Regular Air,4,Erin Creighton,Ontario,Ontario,Office Supplies,Paper
O35878,Medium,45,162,Regular Air,4,Cari MacIntyre,Ontario,Ontario,Office Supplies,Paper
O36448,Medium,6,37,Regular Air,6,Allen Golden,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O36448,Medium,44,964,Regular Air,22,Allen Golden,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O36452,High,26,565,Regular Air,22,Eudokia Martin,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O36452,High,18,129,Regular Air,7,Eudokia Martin,Ontario,Ontario,Furniture,Office Furnishings
O36484,Critical,41,2381,Express Air,66,Cari MacIntyre,Ontario,Ontario,Technology,Telephones and Communication
O36643,Critical,17,241,Regular Air,14,Ruben Ausman,Ontario,Ontario,Furniture,Office Furnishings
O36643,Critical,30,1025,Regular Air,33,Ruben Ausman,Ontario,Ontario,Office Supplies,Storage & Organization
O36679,Critical,28,1492,Regular Air,66,Anna Haberlin,Ontario,Ontario,Technology,Telephones and Communication
O36741,Critical,26,141,Regular Air,6,Fred Hopkins,Ontario,Ontario,Office Supplies,Paper
O36741,Critical,6,304,Regular Air,56,Fred Hopkins,Ontario,Ontario,Technology,Telephones and Communication
O36866,Low,32,6246,Regular Air,211,Brian Stugart,Ontario,Ontario,Office Supplies,Storage & Organization
O36929,Low,45,3638,Regular Air,81,Amy Cox,Ontario,Ontario,Office Supplies,Appliances
O36929,Low,37,1327,Regular Air,33,Amy Cox,Ontario,Ontario,Office Supplies,Storage & Organization
O36999,Medium,28,14476,Delivery Truck,550,Cari MacIntyre,Ontario,Ontario,Technology,Copiers and Fax
O36999,Medium,3,307,Express Air,116,Cari MacIntyre,Ontario,Ontario,Technology,Telephones and Communication
O37216,High,24,527,Regular Air,21,Eudokia Martin,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O37314,Medium,21,211,Regular Air,10,Michelle Huthwaite,Ontario,Ontario,Furniture,Office Furnishings
O37349,Critical,8,632,Express Air,79,Bill Stewart,Ontario,Ontario,Furniture,Office Furnishings
O37828,Low,23,490,Regular Air,21,Mike Caudle,Ontario,Ontario,Technology,Computer Peripherals
O37828,Low,42,206,Regular Air,5,Mike Caudle,Ontario,Ontario,Office Supplies,Labels
O37920,Critical,48,414,Regular Air,8,Andy Reiter,Ontario,Ontario,Technology,Computer Peripherals
O38052,Low,13,543,Regular Air,41,Erin Ashbrook,Ontario,Ontario,Technology,Computer Peripherals
O38080,Not Specified,26,125,Regular Air,5,Jim Mitchum,Ontario,Ontario,Office Supplies,Paper
O38145,Not Specified,33,61,Regular Air,2,Amy Cox,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O38145,Not Specified,8,387,Regular Air,46,Amy Cox,Ontario,Ontario,Furniture,Office Furnishings
O38437,Critical,19,4201,Delivery Truck,213,Cynthia Arntzen,Ontario,Ontario,Furniture,Tables
O38437,Critical,17,56,Regular Air,3,Cynthia Arntzen,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O38503,Low,47,5568,Regular Air,121,Melanie Page,Ontario,Ontario,Office Supplies,Appliances
O38503,Low,10,503,Regular Air,56,Melanie Page,Ontario,Ontario,Technology,Telephones and Communication
O38503,Low,32,796,Delivery Truck,24,Melanie Page,Ontario,Ontario,Furniture,Office Furnishings
O38530,Critical,47,1980,Regular Air,41,Dave Hallsten,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O38530,Critical,13,643,Regular Air,49,Dave Hallsten,Ontario,Ontario,Office Supplies,Appliances
O38726,Medium,44,93,Regular Air,2,Eugene Hildebrand,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O39172,Low,38,9014,Regular Air,233,Nancy Lomonaco,Ontario,Ontario,Office Supplies,Appliances
O39172,Low,26,175,Regular Air,6,Nancy Lomonaco,Ontario,Ontario,Office Supplies,Paper
O39269,Low,16,465,Regular Air,36,Gary Zandusky,Ontario,Ontario,Technology,Telephones and Communication
O39330,Critical,29,185,Express Air,6,Andy Yotov,Ontario,Ontario,Office Supplies,Scissors, Rulers and Trimmers
O39365,High,32,931,Express Air,30,Cynthia Arntzen,Ontario,Ontario,Technology,Computer Peripherals
O39430,Low,29,878,Regular Air,31,Edward Becker,Ontario,Ontario,Technology,Computer Peripherals
O39555,Low,38,1113,Regular Air,27,Naresj Patel,Ontario,Ontario,Office Supplies,Envelopes
O39749,High,14,125,Regular Air,8,Ed Ludwig,Ontario,Ontario,Furniture,Office Furnishings
O39749,High,45,11277,Delivery Truck,265,Ed Ludwig,Ontario,Ontario,Technology,Office Machines
O39749,High,43,111,Regular Air,3,Ed Ludwig,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O39815,Low,43,4075,Regular Air,116,Roy French,Ontario,Ontario,Technology,Telephones and Communication
O40001,Medium,46,1737,Regular Air,39,Aimee Bixby,Ontario,Ontario,Office Supplies,Appliances
O40386,High,28,2905,Express Air,98,Jesus Ocampo,Ontario,Ontario,Office Supplies,Labels
O40647,High,47,1982,Regular Air,41,Naresj Patel,Ontario,Ontario,Office Supplies,Paper
O41120,Low,35,871,Regular Air,27,Darren Budd,Ontario,Ontario,Furniture,Chairs & Chairmats
O41120,Low,13,43,Regular Air,3,Darren Budd,Ontario,Ontario,Furniture,Office Furnishings
O41122,Not Specified,29,61,Express Air,2,Darren Budd,Ontario,Ontario,Furniture,Office Furnishings
O41187,Low,9,53,Regular Air,6,Edward Nazzal,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O41187,Low,25,145,Regular Air,6,Edward Nazzal,Ontario,Ontario,Office Supplies,Paper
O41221,Critical,4,346,Regular Air,81,Eugene Hildebrand,Ontario,Ontario,Office Supplies,Storage & Organization
O41282,Medium,39,916,Regular Air,25,Eileen Kiefer,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O41312,Not Specified,21,788,Regular Air,39,Jonathan Howell,Ontario,Ontario,Technology,Computer Peripherals
O41318,Low,21,1223,Express Air,57,Brian Stugart,Ontario,Ontario,Office Supplies,Appliances
O41345,Medium,36,66,Regular Air,2,Magdelene Morse,Ontario,Ontario,Office Supplies,Rubber Bands
O41604,Medium,22,138,Regular Air,6,Edward Becker,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O41891,High,22,847,Regular Air,41,Tamara Dahlen,Ontario,Ontario,Furniture,Office Furnishings
O42022,Medium,45,339,Regular Air,7,Eugene Hildebrand,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O42022,Medium,11,43,Regular Air,4,Eugene Hildebrand,Ontario,Ontario,Office Supplies,Rubber Bands
O42081,Low,36,188,Regular Air,5,Christine Phan,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O42081,Low,3,32,Regular Air,11,Christine Phan,Ontario,Ontario,Office Supplies,Envelopes
O42081,Low,26,1494,Regular Air,66,Christine Phan,Ontario,Ontario,Technology,Telephones and Communication
O42086,High,18,50,Regular Air,3,Erin Smith,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O42246,Not Specified,40,3060,Regular Air,78,Ted Trevino,Ontario,Ontario,Technology,Computer Peripherals
O42246,Not Specified,5,25,Regular Air,5,Ted Trevino,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O42465,Medium,15,102,Regular Air,6,Tamara Dahlen,Ontario,Ontario,Office Supplies,Paper
O42657,Low,48,946,Regular Air,20,Eileen Kiefer,Ontario,Ontario,Office Supplies,Paper
O42820,Low,27,142,Regular Air,5,Ted Trevino,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O42848,Not Specified,50,388,Regular Air,8,David Philippe,Ontario,Ontario,Office Supplies,Paper
O43269,Critical,16,843,Regular Air,49,James Lanier,Ontario,Ontario,Office Supplies,Paper
O43269,Critical,24,3978,Regular Air,166,James Lanier,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O43367,Critical,3,23,Regular Air,6,Anemone Ratner,Ontario,Ontario,Office Supplies,Paper
O43367,Critical,16,139,Express Air,8,Anemone Ratner,Ontario,Ontario,Office Supplies,Scissors, Rulers and Trimmers
O43367,Critical,18,1222,Regular Air,65,Anemone Ratner,Ontario,Ontario,Office Supplies,Storage & Organization
O43399,High,35,60,Regular Air,2,Cari MacIntyre,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O43399,High,2,377,Delivery Truck,219,Cari MacIntyre,Ontario,Ontario,Furniture,Tables
O43399,High,8,125,Regular Air,15,Cari MacIntyre,Ontario,Ontario,Office Supplies,Paper
O43875,Critical,24,382,Express Air,14,Melanie Page,Ontario,Ontario,Office Supplies,Appliances
O43875,Critical,17,2574,Delivery Truck,151,Melanie Page,Ontario,Ontario,Furniture,Chairs & Chairmats
O43875,Critical,40,728,Regular Air,18,Melanie Page,Ontario,Ontario,Technology,Office Machines
O43875,Critical,16,2795,Regular Air,196,Melanie Page,Ontario,Ontario,Technology,Telephones and Communication
O43875,Critical,25,2565,Regular Air,126,Melanie Page,Ontario,Ontario,Technology,Telephones and Communication
O44197,High,27,3970,Delivery Truck,141,Cynthia Arntzen,Ontario,Ontario,Furniture,Bookcases
O44229,Medium,39,186,Regular Air,5,Erin Smith,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O44386,Medium,27,129,Regular Air,5,Chris Selesnick,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O44386,Medium,43,1237,Regular Air,28,Chris Selesnick,Ontario,Ontario,Technology,Computer Peripherals
O44390,Not Specified,32,3234,Regular Air,99,Noel Staavos,Ontario,Ontario,Furniture,Office Furnishings
O44612,High,6,429,Regular Air,86,Dean Braden,Ontario,Ontario,Technology,Telephones and Communication
O44614,Low,18,55,Express Air,2,George Bell,Ontario,Ontario,Office Supplies,Appliances
O44614,Low,27,700,Regular Air,26,George Bell,Ontario,Ontario,Technology,Computer Peripherals
O44615,Medium,19,36,Regular Air,2,Edward Becker,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O44864,Low,25,188,Regular Air,8,Lena Creighton,Ontario,Ontario,Office Supplies,Appliances
O44900,Medium,4,47,Regular Air,11,Joni Sundaresam,Ontario,Ontario,Office Supplies,Paper
O44960,Low,16,113,Regular Air,6,Tamara Chand,Ontario,Ontario,Office Supplies,Paper
O44960,Low,22,181,Regular Air,9,Tamara Chand,Ontario,Ontario,Office Supplies,Scissors, Rulers and Trimmers
O44960,Low,17,32,Regular Air,2,Tamara Chand,Ontario,Ontario,Technology,Computer Peripherals
O44992,Critical,32,1674,Regular Air,52,Anthony Witt,Ontario,Ontario,Technology,Office Machines
O44992,Critical,32,7110,Delivery Truck,219,Anthony Witt,Ontario,Ontario,Furniture,Tables
O45125,Critical,6,976,Delivery Truck,161,Erin Smith,Ontario,Ontario,Furniture,Bookcases
O45125,Critical,32,4835,Regular Air,176,Erin Smith,Ontario,Ontario,Technology,Telephones and Communication
O45190,High,13,2085,Delivery Truck,151,George Ashbrook,Ontario,Ontario,Furniture,Chairs & Chairmats
O45414,Critical,17,1003,Regular Air,61,George Ashbrook,Ontario,Ontario,Office Supplies,Appliances
O45700,High,43,1705,Regular Air,38,Nat Carroll,Ontario,Ontario,Office Supplies,Appliances
O45824,Not Specified,44,6123,Regular Air,141,Duane Huffman,Ontario,Ontario,Furniture,Chairs & Chairmats
O45991,Low,1,131,Delivery Truck,101,George Ashbrook,Ontario,Ontario,Furniture,Bookcases
O45991,Low,50,196,Regular Air,4,George Ashbrook,Ontario,Ontario,Office Supplies,Labels
O46307,Medium,32,644,Regular Air,20,Jonathan Howell,Ontario,Ontario,Office Supplies,Paper
O46307,Medium,27,1218,Regular Air,43,Jonathan Howell,Ontario,Ontario,Office Supplies,Storage & Organization
O46434,Critical,34,800,Regular Air,25,David Philippe,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O46466,Medium,7,271,Regular Air,38,Matt Hagelstein,Ontario,Ontario,Furniture,Office Furnishings
O46528,Medium,43,2980,Express Air,71,Edward Nazzal,Ontario,Ontario,Furniture,Office Furnishings
O46528,Medium,23,476,Regular Air,19,Edward Nazzal,Ontario,Ontario,Office Supplies,Paper
O46626,Low,8,826,Delivery Truck,96,Magdelene Morse,Ontario,Ontario,Furniture,Chairs & Chairmats
O46853,Low,22,5649,Regular Air,257,Eudokia Martin,Ontario,Ontario,Technology,Computer Peripherals
O46855,High,32,53,Regular Air,2,Darren Budd,Ontario,Ontario,Furniture,Office Furnishings
O46919,Low,31,4484,Regular Air,152,Jesus Ocampo,Ontario,Ontario,Technology,Computer Peripherals
O46977,Medium,10,50,Regular Air,5,Allen Golden,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O46977,Medium,19,2980,Regular Air,176,Allen Golden,Ontario,Ontario,Technology,Telephones and Communication
O47041,Not Specified,35,154,Regular Air,5,Cynthia Arntzen,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O47301,Low,6,461,Regular Air,71,Eileen Kiefer,Ontario,Ontario,Office Supplies,Storage & Organization
O47714,Medium,29,2946,Delivery Truck,105,Philip Brown,Ontario,Ontario,Furniture,Tables
O48003,Medium,30,183,Regular Air,6,Darren Budd,Ontario,Ontario,Technology,Computer Peripherals
O48003,Medium,12,88,Regular Air,6,Darren Budd,Ontario,Ontario,Furniture,Office Furnishings
O48195,Not Specified,35,3338,Regular Air,116,Ruben Ausman,Ontario,Ontario,Technology,Telephones and Communication
O48195,Not Specified,35,1018,Regular Air,36,Ruben Ausman,Ontario,Ontario,Technology,Telephones and Communication
O48195,Not Specified,47,2679,Regular Air,66,Ruben Ausman,Ontario,Ontario,Technology,Telephones and Communication
O48357,Not Specified,16,2365,Regular Air,151,Eileen Kiefer,Ontario,Ontario,Technology,Office Machines
O48615,Low,4,17,Regular Air,4,George Bell,Ontario,Ontario,Office Supplies,Labels
O48615,Low,8,465,Regular Air,55,George Bell,Ontario,Ontario,Furniture,Office Furnishings
O48642,High,4,38,Regular Air,9,Matt Collister,Ontario,Ontario,Office Supplies,Appliances
O48642,High,5,520,Express Air,101,Matt Collister,Ontario,Ontario,Technology,Computer Peripherals
O48710,Medium,4,29,Regular Air,7,Cynthia Arntzen,Ontario,Ontario,Office Supplies,Paper
O49094,Critical,31,847,Regular Air,27,Brian Stugart,Ontario,Ontario,Technology,Computer Peripherals
O49125,Not Specified,29,177,Express Air,6,Edward Becker,Ontario,Ontario,Office Supplies,Paper
O49216,High,28,97,Regular Air,3,Noah Childs,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O49538,Low,29,731,Regular Air,26,Darren Budd,Ontario,Ontario,Furniture,Office Furnishings
O49730,High,3,1040,Delivery Truck,351,Dave Hallsten,Ontario,Ontario,Furniture,Chairs & Chairmats
O49924,Critical,48,204,Regular Air,4,Edward Nazzal,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O49924,Critical,13,33,Regular Air,2,Edward Nazzal,Ontario,Ontario,Furniture,Office Furnishings
O50306,Medium,34,2011,Regular Air,64,Anemone Ratner,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O50566,Not Specified,48,389,Regular Air,9,Dan Lawera,Ontario,Ontario,Office Supplies,Appliances
O50823,Low,12,1245,Regular Air,101,Nancy Lomonaco,Ontario,Ontario,Technology,Computer Peripherals
O50854,Critical,27,138,Regular Air,5,Dan Lawera,Ontario,Ontario,Office Supplies,Binders and Binder Accessories
O50854,Critical,12,5744,Delivery Truck,501,Dan Lawera,Ontario,Ontario,Technology,Office Machines
O50854,Critical,42,452,Express Air,11,Dan Lawera,Ontario,Ontario,Office Supplies,Scissors, Rulers and Trimmers
O51109,High,28,112,Regular Air,4,Theresa Coyne,Ontario,Ontario,Office Supplies,Paper
O51395,Low,26,78,Regular Air,3,Lena Creighton,Ontario,Ontario,Office Supplies,Labels
O51395,Low,10,52,Regular Air,5,Lena Creighton,Ontario,Ontario,Office Supplies,Paper
O51559,Low,34,824,Regular Air,26,David Philippe,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O51813,Not Specified,13,1390,Regular Air,111,Lena Creighton,Ontario,Ontario,Office Supplies,Storage & Organization
O51937,High,39,11613,Delivery Truck,295,James Lanier,Ontario,Ontario,Office Supplies,Appliances
O52098,Medium,19,812,Regular Air,39,Darren Budd,Ontario,Ontario,Furniture,Chairs & Chairmats
O52102,Medium,8,104,Regular Air,12,Philip Brown,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O52135,Low,38,3923,Regular Air,100,Jeremy Ellison,Ontario,Ontario,Technology,Computer Peripherals
O52162,Not Specified,39,261,Regular Air,6,Darren Budd,Ontario,Ontario,Furniture,Bookcases
O52162,Not Specified,47,155,Regular Air,3,Darren Budd,Ontario,Ontario,Furniture,Chairs & Chairmats
O52256,Not Specified,23,1237,Regular Air,66,Cari MacIntyre,Ontario,Ontario,Technology,Telephones and Communication
O52391,High,36,1072,Regular Air,29,Alan Hwang,Ontario,Ontario,Office Supplies,Paper
O52391,High,39,858,Regular Air,21,Alan Hwang,Ontario,Ontario,Office Supplies,Storage & Organization
O52642,Low,9,743,Delivery Truck,71,Magdelene Morse,Ontario,Ontario,Furniture,Chairs & Chairmats
O52642,Low,14,2071,Regular Air,152,Magdelene Morse,Ontario,Ontario,Technology,Computer Peripherals
O52642,Low,15,764,Regular Air,56,Magdelene Morse,Ontario,Ontario,Office Supplies,Paper
O52645,Low,11,64,Regular Air,6,Alan Hwang,Ontario,Ontario,Office Supplies,Pens & Art Supplies
O52645,Low,10,693,Regular Air,71,Alan Hwang,Ontario,Ontario,Office Supplies,Appliances
O52711,Not Specified,37,201,Regular Air,6,Aimee Bixby,Ontario,Ontario,Office Supplies,Rubber Bands
O52896,High,9,48,Express Air,5,Lena Creighton,Ontario,Ontario,Office Supplies,Paper
O52896,High,6,1718,Delivery Truck,260,Lena Creighton,Ontario,Ontario,Furniture,Tables
O52999,Not Specified,5,44,Express Air,8,Eugene Hildebrand,Ontario,Ontario,Furniture,Office Furnishings
O52999,Not Specified,39,343,Regular Air,9,Eugene Hildebrand,Ontario,Ontario,Office Supplies,Paper
O52999,Not Specified,7,45,Regular Air,6,Eugene Hildebrand,Ontario,Ontario,Office Supplies,Paper
O53254,Medium,34,5442,Regular Air,176,Noel Staavos,Ontario,Ontario,Technology,Telephones and Communication
O53281,Critical,40,14076,Delivery Truck,356,Philip Brown,Ontario,Ontario,Furniture,Chairs & Chairmats
